,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,year,day,dayofweek
6796,502550.0,3,1.75,1770,7875,1.0,0,0,4,7,1170,600,1958,0,98008,47.606,-122.125,1670,8000,9,2014,23,1
1108,200000.0,3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026,1,2015,6,1
1840,720000.0,2,1.0,2020,7200,1.0,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200,5,2014,16,4
4190,2880500.0,4,2.5,5760,32033,2.0,0,4,4,12,4390,1370,1994,0,98177,47.7288,-122.37,3420,28475,7,2014,29,1
13854,295000.0,4,2.25,1830,5720,2.0,0,0,3,7,1830,0,2003,0,98030,47.3604,-122.179,1960,5754,7,2014,23,2
5468,257500.0,4,2.0,2060,6400,1.0,0,0,3,7,1170,890,1977,0,98002,47.2924,-122.197,1890,8736,2,2015,20,4
17816,600000.0,4,2.5,2360,13500,1.0,0,0,4,8,1780,580,1973,0,98052,47.6315,-122.103,2780,12400,10,2014,21,1
20474,379000.0,3,3.25,1380,1234,3.0,0,0,3,8,1380,0,2006,0,98103,47.6935,-122.342,1370,1282,10,2014,2,3
20019,887250.0,5,3.5,4320,7502,2.0,0,0,3,9,3500,820,2012,0,98056,47.5235,-122.168,3250,7538,4,2015,7,1
3684,535000.0,3,3.0,2640,5978,2.0,0,0,3,9,2640,0,2012,0,98045,47.4759,-121.735,2680,6060,9,2014,12,4
11982,275000.0,3,1.5,1030,7184,1.0,0,0,4,7,1030,0,1968,0,98056,47.5069,-122.189,1330,7262,9,2014,30,1
3797,586000.0,4,2.25,2130,9000,2.0,0,0,4,8,2130,0,1965,0,98006,47.5716,-122.159,2110,10431,9,2014,15,0
10854,594000.0,3,1.0,1320,5000,1.0,0,0,4,7,1090,230,1920,0,98107,47.6674,-122.365,1700,5000,11,2014,18,1
4874,215000.0,4,2.0,1540,7575,1.0,0,0,4,7,1040,500,1978,0,98032,47.3664,-122.279,1720,7575,7,2014,21,0
12298,995000.0,4,4.5,3850,13551,2.0,0,2,3,10,3000,850,1998,0,98006,47.5522,-122.103,3480,10737,6,2014,20,4
3145,580000.0,3,2.5,1590,1937,2.5,0,0,3,8,1590,0,2004,0,98116,47.5903,-122.388,1620,2022,8,2014,20,2
7927,659000.0,4,2.0,2350,9329,2.0,0,0,3,8,2350,0,1977,0,98005,47.583,-122.17,1640,9403,12,2014,8,0
10251,212644.0,3,1.0,1570,9650,1.5,0,0,5,5,1570,0,1922,0,98010,47.3531,-121.982,1330,9650,11,2014,21,4
11996,315000.0,2,1.0,900,8556,1.0,0,0,3,6,760,140,1941,0,98136,47.5148,-122.386,1500,8556,11,2014,21,4
986,283000.0,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,1992,0,98022,47.1949,-122.01,2130,8560,10,2014,1,2
19594,725000.0,4,2.5,3750,218506,2.0,0,0,3,10,3750,0,1991,0,98092,47.3045,-122.103,2540,39413,3,2015,19,3
10351,465000.0,4,2.5,2300,7314,1.0,0,0,4,8,1420,880,1979,0,98133,47.7671,-122.33,2010,7314,11,2014,19,2
7178,260000.0,4,1.75,1650,7276,1.0,0,0,3,7,1010,640,1977,0,98011,47.7721,-122.206,1840,8550,9,2014,23,1
4983,450000.0,4,2.5,2500,36254,1.0,0,0,4,8,1590,910,1978,0,98027,47.4685,-122.004,2360,36254,8,2014,7,3
20582,344000.0,3,2.5,1232,1130,3.0,0,0,3,7,1232,0,2007,0,98125,47.7185,-122.317,1232,1202,5,2014,15,3
11652,629000.0,4,2.25,1900,11171,1.0,0,0,3,8,1280,620,1984,0,98006,47.561,-122.126,2330,9934,10,2014,7,1
5500,482000.0,4,2.25,2240,8322,2.0,0,0,3,8,2240,0,1979,0,98034,47.728,-122.206,2240,6448,2,2015,25,2
17652,350000.0,5,3.0,2320,8400,1.0,0,0,3,7,1510,810,1963,0,98106,47.557,-122.365,1200,4800,5,2015,5,1
3172,364000.0,4,2.25,1750,10270,1.5,0,0,4,8,1750,0,1968,0,98155,47.7612,-122.31,1750,10127,9,2014,22,0
10885,485000.0,4,1.0,1150,2560,1.5,0,0,3,7,1150,0,1909,0,98109,47.6368,-122.355,1890,3000,7,2014,18,4
6496,483300.0,4,2.0,1210,11100,1.0,0,0,4,7,1210,0,1955,0,98006,47.5747,-122.145,1280,11100,6,2014,10,1
10120,250000.0,3,1.0,1100,7470,1.0,0,0,4,5,1100,0,1917,0,98065,47.5242,-121.831,1280,7055,11,2014,18,1
18483,543000.0,4,2.25,2060,8767,2.0,0,0,3,8,2060,0,1983,0,98052,47.7228,-122.103,1610,8062,8,2014,11,0
18486,295000.0,1,1.0,700,2500,1.0,0,0,4,7,700,0,1907,0,98106,47.5662,-122.364,1340,5000,6,2014,27,4
4016,521450.0,3,2.0,1290,5700,1.0,0,0,5,7,1290,0,1950,0,98116,47.5713,-122.397,1160,5700,10,2014,17,4
13999,575000.0,3,2.5,2070,3599,2.0,0,0,3,8,2070,0,1999,0,98033,47.6679,-122.165,2070,6844,8,2014,5,1
8765,550000.0,3,2.5,2920,169448,2.5,0,0,3,9,2920,0,1990,0,98022,47.2492,-121.975,2360,326097,8,2014,4,0
16050,399000.0,3,1.75,1620,10000,1.5,0,0,5,6,1620,0,1918,0,98178,47.5091,-122.262,1880,10000,12,2014,26,4
6637,313000.0,2,1.5,870,747,2.0,0,0,3,8,800,70,2004,0,98103,47.6967,-122.342,1710,1280,1,2015,9,4
15267,300000.0,3,1.0,1290,12415,1.5,0,0,3,6,1290,0,1908,0,98070,47.3719,-122.461,1620,12415,3,2015,26,3
6103,464950.0,4,2.25,2350,36116,1.0,0,0,4,9,2350,0,1983,0,98042,47.3533,-122.082,2580,36116,5,2015,12,1
12971,250000.0,3,2.5,2070,8400,2.0,0,0,4,8,2070,0,1990,0,98002,47.3099,-122.206,2070,9239,8,2014,26,1
19488,234000.0,4,1.0,1390,18000,1.0,0,0,3,7,1390,0,1955,2013,98032,47.3885,-122.284,1390,18000,6,2014,27,4
5794,665000.0,3,2.5,1730,3000,2.0,0,0,3,8,1730,0,1996,0,98103,47.6532,-122.34,1730,1774,7,2014,16,2
17792,386000.0,4,2.5,2810,11897,2.0,0,0,3,8,2810,0,2003,0,98092,47.3251,-122.186,1770,4240,8,2014,11,0
13594,294350.0,3,1.0,1410,5120,1.5,0,0,3,6,1210,200,1925,0,98106,47.5238,-122.355,1330,5120,8,2014,20,2
10364,536500.0,4,1.75,2000,4000,1.5,0,0,5,7,1450,550,1926,0,98126,47.5659,-122.375,1430,4000,5,2014,9,4
19993,439108.0,2,1.5,1130,1340,2.0,0,0,3,8,910,220,2008,0,98116,47.5761,-122.41,1310,1340,11,2014,25,1
14089,558000.0,2,2.0,1580,5750,1.0,0,0,5,6,790,790,1910,0,98116,47.5668,-122.384,1580,5750,7,2014,7,0
19055,1225000.0,4,2.25,3070,16028,1.0,0,3,3,9,1870,1200,1976,0,98040,47.5271,-122.228,3070,19822,5,2014,12,0
19631,380000.0,3,2.0,1440,3218,1.0,0,0,3,7,850,590,2008,0,98106,47.5655,-122.36,1170,5000,2,2015,7,5
17417,475000.0,5,2.75,3100,5298,2.0,0,0,3,7,3100,0,2007,0,98065,47.5369,-121.887,2440,5250,3,2015,20,4
19530,484998.0,4,2.5,1540,1870,2.0,0,0,3,8,1540,0,2014,0,98029,47.5524,-121.999,1540,1619,7,2014,2,2
2916,765000.0,4,1.0,2520,5500,1.5,0,0,5,8,1820,700,1912,0,98144,47.5785,-122.292,2350,5000,9,2014,15,0
5698,866000.0,4,3.25,3990,9786,2.0,0,0,3,9,3990,0,2004,0,98053,47.6784,-122.026,3920,8200,7,2014,7,0
20779,240000.0,4,1.0,1200,2171,1.5,0,0,3,7,1200,0,1933,0,98133,47.7076,-122.342,1130,1598,6,2014,26,3
17497,468000.0,3,1.5,1830,9848,1.0,0,0,5,7,1830,0,1962,0,98056,47.539,-122.18,1830,8168,7,2014,8,1
5750,525000.0,5,1.0,1280,3876,1.5,0,0,3,7,1280,0,1923,0,98105,47.6605,-122.324,1420,3825,9,2014,30,1
10246,382500.0,4,1.75,1560,8700,1.0,0,0,4,7,1560,0,1967,0,98034,47.7274,-122.181,2080,8000,5,2014,2,4
4540,550000.0,3,2.0,3650,843309,2.0,0,0,4,7,3650,0,1991,0,98070,47.3627,-122.496,1870,273992,9,2014,29,0
18211,475000.0,3,1.5,1930,11092,1.0,0,0,3,7,1500,430,1983,0,98074,47.634,-122.033,1230,10964,8,2014,21,3
17090,354000.0,3,2.5,2160,15817,2.0,0,0,3,8,2160,0,1999,0,98031,47.4166,-122.183,1990,15817,4,2015,28,1
4189,1600000.0,4,2.75,3680,5000,2.0,0,3,3,9,2480,1200,1936,0,98105,47.6599,-122.269,3200,5000,10,2014,1,2
18966,410000.0,4,2.25,2150,27345,2.0,0,0,5,8,2150,0,1976,0,98059,47.469,-122.121,2200,11923,9,2014,11,3
3256,1208000.0,4,3.75,3250,10949,2.0,0,0,4,9,2940,310,1930,1989,98004,47.639,-122.219,2340,15234,4,2015,28,1
17522,605000.0,2,1.0,1550,3200,1.5,0,0,3,8,1550,0,1927,0,98112,47.6368,-122.306,1800,3937,10,2014,27,0
8393,582000.0,3,1.75,1820,3140,2.0,0,0,5,8,1820,0,1949,1990,98136,47.5271,-122.384,2030,5499,12,2014,31,2
2230,426000.0,2,2.5,1550,2657,2.0,0,0,4,8,1550,0,1987,0,98033,47.7034,-122.188,1570,2442,4,2015,13,0
557,238000.0,4,1.0,1400,7242,1.5,0,0,3,7,1400,0,1959,0,98188,47.4339,-122.291,1310,7314,7,2014,15,1
11915,464950.0,4,2.5,1640,6000,2.0,0,0,3,7,1640,0,2011,0,98106,47.559,-122.365,1640,4800,4,2015,23,3
19253,680000.0,3,3.5,3650,103672,1.0,0,0,3,10,2050,1600,2011,0,98031,47.4002,-122.217,2550,16140,1,2015,14,2
19353,570000.0,3,2.0,1530,5401,1.0,0,0,4,7,1530,0,1937,0,98115,47.686,-122.304,1640,5467,5,2014,13,1
20811,580000.0,3,2.5,1820,374616,2.0,0,0,3,7,1820,0,1999,0,98014,47.6539,-121.959,1870,220654,12,2014,18,3
17424,281700.0,3,1.0,1570,8316,1.0,0,0,3,7,1070,500,1962,0,98031,47.3943,-122.198,2030,8295,4,2015,22,2
13294,1688000.0,4,2.5,3000,7500,2.0,0,0,3,9,3000,0,1937,1994,98105,47.6571,-122.277,2580,5000,6,2014,12,3
6942,565000.0,4,2.5,2520,13156,1.0,0,0,3,8,1520,1000,1979,0,98052,47.6558,-122.135,2050,10940,11,2014,26,2
9130,575000.0,5,3.0,3690,49709,1.0,0,2,3,9,2690,1000,1960,0,98198,47.3908,-122.32,2590,8691,6,2014,26,3
7753,460000.0,3,1.5,1870,15685,1.0,0,0,3,7,1470,400,1936,0,98133,47.723,-122.353,1340,7620,1,2015,15,3
14479,750000.0,5,1.75,2850,11860,1.0,0,0,3,9,2850,0,1951,0,98155,47.7503,-122.28,2640,11604,8,2014,4,0
15251,468000.0,4,1.75,2250,8580,1.0,0,0,4,7,1330,920,1958,0,98011,47.7633,-122.199,2250,10032,7,2014,25,4
20822,780000.0,5,3.5,3190,4247,2.0,0,0,3,8,2430,760,2013,0,98052,47.7016,-122.103,2580,3989,2,2015,24,1
19432,500000.0,4,2.5,2960,5027,2.0,0,0,3,7,2960,0,2000,0,98065,47.5328,-121.881,2760,5500,5,2015,5,1
19919,398000.0,3,2.5,1720,1715,2.0,0,0,3,7,1240,480,2004,0,98136,47.5481,-122.384,1610,1626,6,2014,9,0
17416,250000.0,3,1.0,1220,5038,1.0,0,0,5,6,1220,0,1942,0,98056,47.496,-122.189,1140,5038,4,2015,27,0
4125,346500.0,5,2.5,2020,8250,1.0,0,0,4,8,1430,590,1978,0,98058,47.4432,-122.135,1680,8959,4,2015,20,0
16110,860000.0,3,3.25,4720,32467,2.0,0,2,3,10,3190,1530,1998,0,98059,47.508,-122.113,3260,26386,6,2014,4,2
20515,719950.0,5,2.75,3240,6863,2.0,0,0,3,10,3240,0,2013,0,98056,47.5033,-122.193,2360,6002,6,2014,11,2
19707,885000.0,3,2.25,2940,6500,3.0,0,0,3,9,2940,0,2014,0,98136,47.5482,-122.388,1680,6500,1,2015,21,2
4401,1088890.0,4,2.75,3460,11350,1.0,0,4,4,9,1780,1680,1974,0,98006,47.568,-122.153,3200,13874,7,2014,18,4
19354,383000.0,3,1.75,1500,13430,1.0,0,0,3,7,1500,0,1977,0,98072,47.7527,-122.082,1500,13430,6,2014,25,2
1404,635000.0,4,2.25,1920,8910,1.0,0,0,4,8,1200,720,1969,0,98005,47.5897,-122.156,2250,8800,12,2014,16,1
8171,285950.0,2,1.0,1170,6000,1.0,0,0,3,6,1170,0,1948,0,98168,47.5033,-122.331,1130,7500,4,2015,13,0
13845,430000.0,3,1.0,1560,5225,1.5,0,0,3,7,1260,300,1927,0,98118,47.5554,-122.279,1560,5322,10,2014,30,3
12147,305000.0,3,1.75,1660,11500,1.0,0,0,3,7,1130,530,1979,0,98045,47.4473,-121.774,1250,11000,4,2015,23,3
19525,500000.0,4,2.0,2120,7806,1.0,0,0,4,6,1770,350,1949,0,98033,47.6859,-122.166,1560,9920,3,2015,6,4
8376,300000.0,3,2.25,1760,5421,2.0,0,0,3,7,1760,0,1991,0,98038,47.3484,-122.037,1570,6000,11,2014,20,3
664,323000.0,3,1.0,1290,12231,1.0,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632,11,2014,24,0
15295,640500.0,3,1.0,1070,4505,1.0,0,2,4,7,1070,0,1919,0,98136,47.5305,-122.384,1380,4505,5,2015,6,2
7398,695000.0,3,2.5,2620,51354,2.0,0,0,3,9,2620,0,1998,0,98077,47.7211,-122.028,2620,37042,7,2014,1,1
8580,435000.0,4,2.75,3270,50994,2.0,0,0,4,8,2720,550,1983,0,98042,47.347,-122.087,2780,36036,6,2014,6,4
15563,750000.0,3,3.75,2460,7630,1.0,0,0,5,8,1940,520,1976,0,98177,47.7147,-122.373,2000,7326,8,2014,13,2
8230,613000.0,3,2.5,1350,3068,2.0,0,0,3,7,1350,0,1991,0,98122,47.6099,-122.293,1900,4000,6,2014,3,1
10464,450000.0,3,1.75,1810,12600,1.0,0,0,3,7,1400,410,1977,0,98034,47.7143,-122.233,1934,12600,8,2014,14,3
10876,238950.0,2,1.0,1190,11400,1.0,0,0,3,7,1190,0,1951,0,98178,47.5012,-122.265,1410,11400,11,2014,13,3
3530,445000.0,4,2.0,1650,6000,1.0,0,0,5,7,1000,650,1959,0,98144,47.5834,-122.307,1540,6000,5,2014,9,4
5770,375000.0,4,2.0,1620,4600,2.0,0,0,3,7,1620,0,1909,0,98108,47.5533,-122.307,1620,4500,4,2015,27,0
6733,345000.0,2,1.0,970,5750,1.0,0,0,4,6,970,0,1932,0,98126,47.5518,-122.37,1650,8625,6,2014,30,0
6369,263300.0,2,1.0,900,4500,1.0,0,0,3,7,900,0,1951,0,98118,47.5273,-122.265,1175,5320,3,2015,7,5
2256,245000.0,4,2.0,1870,8750,1.0,0,2,3,7,1870,0,1977,0,98022,47.1985,-122.001,1770,8207,11,2014,12,2
3914,7062500.0,5,4.5,10040,37325,2.0,1,2,3,11,7680,2360,1940,2001,98004,47.65,-122.214,3930,25449,6,2014,11,2
6354,299900.0,2,1.0,810,6150,1.0,0,0,3,7,810,0,1950,0,98133,47.7289,-122.34,1080,7200,2,2015,6,4
95,905000.0,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,9,2014,8,0
10751,433000.0,4,1.0,1710,7000,1.5,0,0,3,7,1710,0,1950,0,98125,47.7037,-122.293,2030,7938,10,2014,15,2
5052,269950.0,3,2.25,1510,6000,1.0,0,0,4,7,1150,360,1993,0,98038,47.3484,-122.036,1510,6000,1,2015,29,3
18392,790000.0,4,2.5,3500,9198,2.0,0,0,3,9,3500,0,2004,0,98053,47.6785,-122.025,3990,8598,7,2014,11,4
1867,365000.0,2,1.0,990,8250,1.0,0,0,3,7,990,0,1955,0,98133,47.7252,-122.331,1080,8168,8,2014,29,4
5836,440000.0,4,2.25,2010,7575,1.0,0,0,3,7,1220,790,1974,0,98034,47.7328,-122.2,1820,7831,6,2014,13,4
6136,543000.0,3,2.5,2090,7640,1.0,0,0,3,7,1360,730,1962,2014,98133,47.7369,-122.338,2090,7668,5,2014,14,2
7536,1320000.0,4,3.0,2120,3600,2.0,0,3,4,8,1830,290,1908,1996,98119,47.6344,-122.369,2120,3600,12,2014,20,5
10662,300000.0,4,2.0,1580,9600,1.0,0,0,5,7,1050,530,1965,0,98198,47.4091,-122.313,1710,9600,8,2014,15,4
6889,230000.0,3,1.0,940,10875,1.0,0,0,3,7,940,0,1957,0,98056,47.5121,-122.168,1250,11200,9,2014,26,4
2731,283000.0,3,1.0,1740,5247,1.0,0,0,3,7,1270,470,1947,0,98168,47.5049,-122.329,1070,5636,10,2014,1,2
16413,760000.0,4,3.5,3720,13591,2.0,0,3,3,10,3720,0,2004,0,98065,47.536,-121.858,4210,14282,1,2015,21,2
4596,345000.0,3,1.75,1540,6909,1.0,0,0,4,7,920,620,1955,0,98155,47.7451,-122.313,1130,6908,6,2014,10,1
13262,392000.0,5,2.25,3740,32481,1.5,0,0,3,8,2240,1500,1958,0,98198,47.3965,-122.314,2040,11398,7,2014,1,1
1221,330000.0,4,2.5,2180,7210,1.0,0,0,3,7,1190,990,1972,0,98011,47.7419,-122.181,2070,7210,2,2015,19,3
15171,370000.0,4,2.5,2570,7753,2.0,0,0,3,8,2570,0,1987,0,98058,47.4237,-122.162,2140,7615,3,2015,16,0
7188,758800.0,5,2.25,1750,5000,1.0,0,0,3,8,960,790,1940,0,98105,47.6589,-122.276,2580,5000,3,2015,26,3
17953,400000.0,4,2.0,2680,13680,2.0,0,2,4,7,2350,330,1943,1965,98056,47.4887,-122.192,1430,11000,7,2014,10,3
17002,965000.0,4,2.5,3570,17411,2.0,0,0,3,10,3570,0,1990,0,98075,47.5617,-122.03,3510,16153,4,2015,26,6
5584,272000.0,3,2.5,1650,13816,2.0,0,0,3,7,1650,0,1998,0,98014,47.6553,-121.912,1650,15144,5,2014,6,1
6956,280500.0,4,2.5,1890,6962,2.0,0,0,3,8,1890,0,1997,0,98092,47.3328,-122.187,2170,6803,7,2014,3,3
9358,356000.0,4,2.0,1600,12500,1.0,0,0,5,7,1600,0,1938,0,98166,47.4713,-122.355,1260,8306,1,2015,16,4
13010,413252.0,3,0.75,1110,3960,1.0,0,0,3,7,1110,0,1951,0,98117,47.6834,-122.366,1610,5530,3,2015,4,2
20137,629000.0,3,2.5,2160,1912,2.0,0,0,3,9,1970,190,2014,0,98118,47.5642,-122.292,1810,2653,9,2014,30,1
1688,510000.0,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,7,2014,17,3
19948,859990.0,4,2.75,3520,5500,2.0,0,0,3,9,3520,0,2014,0,98074,47.6181,-122.056,3340,5500,7,2014,11,4
18219,312000.0,4,2.0,1890,8362,1.0,0,0,3,7,1890,0,1966,0,98188,47.4377,-122.279,1600,9257,9,2014,16,1
2897,435000.0,4,2.0,2030,4033,2.0,0,0,4,7,1630,400,1925,0,98133,47.7056,-122.342,1350,1340,3,2015,3,1
3057,219950.0,3,1.5,1620,9310,1.0,0,0,4,7,1620,0,1967,0,98042,47.3665,-122.107,1610,10640,7,2014,1,1
20670,502000.0,4,2.5,2680,5539,2.0,0,0,3,8,2680,0,2013,0,98045,47.4759,-121.734,2680,5992,3,2015,30,0
8544,849000.0,4,2.75,4010,87555,2.0,0,0,3,10,4010,0,2004,0,98038,47.4299,-121.998,2451,209523,8,2014,25,0
4636,810000.0,4,1.0,2150,3588,2.0,0,3,4,8,1850,300,1926,0,98126,47.5767,-122.378,1950,3588,10,2014,16,3
12136,575000.0,5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,1926,2014,98122,47.6074,-122.299,1680,4000,9,2014,21,6
7399,360000.0,4,1.75,1750,18810,1.0,0,0,3,7,1220,530,1977,0,98059,47.4719,-122.074,1840,17424,12,2014,5,4
7743,345000.0,3,2.5,1210,1420,3.0,0,0,3,8,1210,0,2008,0,98103,47.6977,-122.349,1190,1407,6,2014,9,0
5678,575000.0,3,1.75,1720,5956,2.0,0,0,3,8,1720,0,1981,0,98033,47.6875,-122.202,1620,9324,10,2014,9,3
3185,635000.0,3,1.75,1210,4400,1.5,0,0,4,8,1210,0,1930,0,98105,47.6621,-122.288,2020,3750,2,2015,27,4
9687,303000.0,4,2.25,2560,8927,1.0,0,0,3,7,1790,770,1976,0,98001,47.34,-122.271,1920,9669,7,2014,11,4
21471,525000.0,4,2.5,3130,5795,2.0,0,0,3,9,3130,0,2008,0,98059,47.4997,-122.151,2950,5259,10,2014,3,4
3077,203000.0,3,1.0,840,6500,1.0,0,0,5,6,840,0,1969,0,98042,47.3637,-122.083,920,4680,5,2015,4,0
17692,710000.0,4,2.5,3060,5000,2.0,0,0,3,9,3060,0,2006,0,98059,47.5395,-122.188,2870,5548,12,2014,15,0
12049,270000.0,3,2.25,1420,7800,1.0,0,0,4,7,1130,290,1985,0,98042,47.3598,-122.157,1460,7800,4,2015,27,0
13440,720000.0,3,2.25,2120,9297,2.0,0,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2620,10352,8,2014,19,1
16089,665000.0,4,2.75,2420,7102,1.0,0,0,5,7,1670,750,1946,0,98177,47.7042,-122.371,1620,7102,9,2014,24,2
21245,349950.0,4,2.5,2632,4117,2.0,0,0,3,8,2632,0,2013,0,98001,47.3428,-122.278,2040,5195,10,2014,13,0
13943,349950.0,4,1.75,1780,5000,1.0,0,0,5,7,890,890,1903,0,98108,47.5329,-122.292,1860,5000,10,2014,9,3
17713,590000.0,3,2.25,2490,8800,2.0,0,0,4,8,2490,0,1975,0,98006,47.5666,-122.132,2690,10000,11,2014,11,1
15278,765000.0,4,2.5,3230,4290,2.0,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083,12,2014,19,4
5523,230000.0,3,1.75,1450,8378,1.0,0,0,4,8,1450,0,1978,0,98023,47.3093,-122.385,1860,8496,8,2014,18,0
4038,390000.0,4,1.0,1140,6250,1.5,0,0,3,6,1140,0,1958,0,98126,47.5433,-122.375,1140,1370,4,2015,15,2
10398,285000.0,3,2.5,1590,9736,2.0,0,0,3,7,1590,0,1985,0,98001,47.33,-122.278,1580,7500,3,2015,18,2
19021,346500.0,3,1.0,1150,11802,1.0,0,0,4,7,1150,0,1932,1958,98106,47.5624,-122.361,1880,6082,6,2014,25,2
20117,424950.0,4,3.25,3266,5398,2.0,0,0,3,8,3266,0,2014,0,98023,47.2975,-122.35,3087,5152,11,2014,25,1
7306,400000.0,3,1.75,1390,4602,1.0,0,0,3,7,930,460,1981,0,98117,47.6944,-122.366,1230,4800,7,2014,21,0
3966,235500.0,5,2.5,2340,13713,1.0,0,0,2,8,1670,670,1967,0,98003,47.3307,-122.324,2080,11000,7,2014,8,1
4556,245000.0,5,1.75,2020,7902,1.0,0,0,3,7,1220,800,1962,0,98168,47.51,-122.327,2220,8819,5,2014,13,1
9649,405000.0,2,1.0,860,2599,1.0,0,0,4,6,860,0,1901,0,98107,47.675,-122.379,1300,3900,6,2014,23,0
6888,424950.0,4,2.5,2760,5564,2.0,0,0,3,7,2760,0,2001,0,98056,47.4814,-122.189,2670,5626,3,2015,13,4
15637,740000.0,4,2.25,2230,6000,1.5,0,2,3,8,1810,420,1928,0,98199,47.6464,-122.391,2840,6000,3,2015,30,0
18993,510000.0,4,1.5,2040,8800,1.0,0,0,4,7,1020,1020,1961,0,98007,47.5965,-122.139,1490,8800,5,2014,28,2
6816,320000.0,3,1.75,2000,9760,1.0,0,0,4,8,1400,600,1978,0,98058,47.4417,-122.134,1890,8089,7,2014,14,0
16377,1200000.0,4,3.0,2150,8119,2.0,0,0,3,8,2150,0,1953,2004,98039,47.6335,-122.236,1590,8119,4,2015,8,2
20124,437500.0,2,1.5,1210,1232,3.0,0,0,3,8,1210,0,2007,0,98107,47.6712,-122.39,1330,1174,8,2014,22,4
7981,160000.0,3,1.0,860,11900,1.0,0,0,4,6,860,0,1963,0,98030,47.3574,-122.186,1660,10248,5,2014,14,2
5038,195000.0,3,1.0,1070,7615,1.0,0,0,4,7,1070,0,1969,0,98023,47.3189,-122.373,1240,6906,10,2014,14,1
5909,497000.0,3,1.5,2240,28750,1.0,0,0,3,8,1620,620,1956,0,98034,47.7137,-122.254,3200,23873,7,2014,14,0
2922,570000.0,3,2.5,1910,4941,2.0,0,0,3,8,1910,0,1999,0,98075,47.5989,-122.016,1910,4941,5,2015,5,1
11911,900000.0,3,1.75,1540,8400,1.5,0,0,3,7,1540,0,1902,0,98122,47.6187,-122.295,1330,4800,5,2015,13,2
5224,485000.0,3,2.5,2870,5490,2.0,0,0,3,9,2870,0,2008,0,98055,47.4471,-122.207,3040,5442,7,2014,21,0
10282,540500.0,5,3.75,3090,7415,2.0,0,0,3,8,3090,0,2014,0,98166,47.435,-122.329,2790,7425,6,2014,19,3
20216,1029280.0,4,3.25,3600,18645,2.0,0,1,3,10,3000,600,2013,0,98059,47.5294,-122.154,3970,10957,7,2014,14,0
17769,539000.0,5,1.0,1700,11727,1.5,0,0,4,7,1700,0,1954,0,98033,47.686,-122.172,1740,8212,4,2015,10,4
4933,360000.0,4,2.5,1950,5451,2.0,0,0,3,7,1950,0,2004,0,98058,47.4341,-122.144,2240,6221,11,2014,24,0
4911,298700.0,3,2.25,2110,7350,1.0,0,0,3,8,1530,580,1980,0,98023,47.3088,-122.341,2640,7777,9,2014,3,2
13499,505000.0,4,1.75,1940,4800,1.0,0,0,5,7,1030,910,1922,0,98122,47.6054,-122.314,1450,4800,5,2014,12,0
1866,475000.0,3,2.5,1460,4961,1.0,0,0,4,8,1150,310,1988,0,98033,47.6955,-122.183,1550,5449,12,2014,2,1
85,940000.0,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,11,2014,14,4
8305,473000.0,5,3.5,3430,6872,2.0,0,0,3,10,2830,600,2002,0,98031,47.4065,-122.207,3650,6600,11,2014,17,0
15059,430000.0,3,1.75,1540,8100,1.0,0,0,4,7,940,600,1947,0,98133,47.749,-122.351,1840,8100,3,2015,27,4
516,308000.0,3,1.0,1980,39150,1.5,0,0,3,6,1580,400,1932,0,98030,47.3818,-122.225,1860,11811,10,2014,29,2
13152,575000.0,4,2.5,2280,27441,2.0,0,0,3,8,2280,0,1996,0,98072,47.7628,-122.123,2350,35020,12,2014,31,2
10274,325000.0,4,2.0,1780,10622,1.0,0,0,4,7,900,880,1976,0,98058,47.4573,-122.158,1550,8900,9,2014,24,2
15501,1075000.0,4,2.75,2580,8100,2.0,0,1,4,8,1780,800,1964,0,98040,47.5387,-122.215,2840,10006,11,2014,10,0
7483,359000.0,3,3.0,1320,1071,2.0,0,0,3,7,1080,240,2003,0,98144,47.5942,-122.296,1780,7715,8,2014,1,4
2362,278000.0,3,1.0,860,7632,1.0,0,0,3,6,860,0,1920,0,98166,47.4623,-122.345,890,7632,8,2014,27,2
1306,847000.0,6,2.5,3010,17864,2.0,0,0,3,8,3010,0,1969,0,98177,47.7209,-122.372,2560,11532,3,2015,25,2
20394,467000.0,3,2.25,1420,990,3.0,0,0,3,8,1420,0,2008,0,98103,47.6801,-122.348,1350,1415,9,2014,3,2
